run_id,status,error,duration_ms,spike_threshold,position_size,stop_loss_points,max_hold_ticks,total_pnl,total_return,final_equity,trade_count,win_rate,avg_trade_pnl,max_drawdown,sharpe,fill_attempts,fill_rejections,partial_fill_count,requested_contracts,filled_contracts
run-0027,ok,,91,2.000000,4,4.500000,150,-833.000000,-0.083300,9167.000000,40,0.200000,-20.825000,0.084360,-0.004818,719,605,24,1935,230
run-0028,ok,,127,2.500000,1,1.500000,50,-43.000000,-0.004300,9957.000000,30,0.133333,-1.433333,0.006329,-0.003254,281,221,0,281,60
run-0029,ok,,91,2.500000,1,1.500000,100,-43.000000,-0.004300,9957.000000,30,0.133333,-1.433333,0.006329,-0.003254,281,221,0,281,60
run-0030,ok,,126,2.500000,1,1.500000,150,-43.000000,-0.004300,9957.000000,30,0.133333,-1.433333,0.006329,-0.003254,281,221,0,281,60
run-0031,ok,,93,2.500000,1,3.000000,50,-67.600000,-0.006760,9932.400000,28,0.250000,-2.414286,0.011829,-0.001861,337,281,0,337,56
run-0032,ok,,98,2.500000,1,3.000000,100,-112.600000,-0.011260,9887.400000,28,0.250000,-4.021429,0.012299,-0.002953,337,281,0,337,56
run-0033,ok,,128,2.500000,1,3.000000,150,-112.600000,-0.011260,9887.400000,28,0.250000,-4.021429,0.012299,-0.002953,337,281,0,337,56
run-0034,ok,,127,2.500000,1,4.500000,50,-34.400000,-0.003440,9965.600000,27,0.296296,-1.274074,0.008509,-0.000846,376,322,0,376,54
run-0035,ok,,91,2.500000,1,4.500000,100,-80.400000,-0.008040,9919.600000,27,0.296296,-2.977778,0.009079,-0.002020,372,318,0,372,54
run-0036,ok,,94,2.500000,1,4.500000,150,-80.400000,-0.008040,9919.600000,27,0.296296,-2.977778,0.009079,-0.002020,372,318,0,372,54
run-0037,ok,,127,2.500000,2,1.500000,50,-79.000000,-0.007900,9921.000000,30,0.133333,-2.633333,0.011931,-0.004054,294,227,7,528,110
run-0038,ok,,93,2.500000,2,1.500000,100,-79.000000,-0.007900,9921.000000,30,0.133333,-2.633333,0.011931,-0.004054,294,227,7,528,110
run-0039,ok,,94,2.500000,2,1.500000,150,-79.000000,-0.007900,9921.000000,30,0.133333,-2.633333,0.011931,-0.004054,294,227,7,528,110
run-0040,ok,,128,2.500000,2,3.000000,50,-142.400000,-0.014240,9857.600000,28,0.250000,-5.085714,0.023300,-0.001886,439,369,4,708,104
run-0041,ok,,91,2.500000,2,3.000000,100,-233.400000,-0.023340,9766.600000,28,0.250000,-8.335714,0.024340,-0.002996,405,335,4,673,104
run-0042,ok,,129,2.500000,2,3.000000,150,-249.000000,-0.024900,9751.000000,27,0.259259,-9.222222,0.025899,-0.003215,398,331,4,665,100
run-0043,ok,,91,2.500000,2,4.500000,50,-98.600000,-0.009860,9901.400000,26,0.307692,-3.792308,0.018920,-0.001193,457,389,5,738,96
run-0044,ok,,127,2.500000,2,4.500000,100,-196.600000,-0.019660,9803.400000,26,0.307692,-7.561538,0.020660,-0.002444,461,393,5,733,96
run-0045,ok,,91,2.500000,2,4.500000,150,-213.200000,-0.021320,9786.800000,25,0.320000,-8.528000,0.022320,-0.002675,424,359,5,695,92
run-0046,ok,,97,2.500000,4,1.500000,50,-44.400000,-0.004440,9955.600000,30,0.200000,-1.480000,0.018147,-0.001238,303,230,17,993,174
run-0047,ok,,127,2.500000,4,1.500000,100,-44.400000,-0.004440,9955.600000,30,0.200000,-1.480000,0.018147,-0.001238,303,230,17,993,174
run-0048,ok,,102,2.500000,4,1.500000,150,-44.400000,-0.004440,9955.600000,30,0.200000,-1.480000,0.018147,-0.001238,303,230,17,993,174
run-0049,ok,,127,2.500000,4,3.000000,50,-205.800000,-0.020580,9794.200000,28,0.321429,-7.350000,0.038049,-0.001013,466,384,15,1289,168
run-0050,ok,,100,2.500000,4,3.000000,100,-381.400000,-0.038140,9618.600000,27,0.333333,-14.125926,0.039488,-0.002121,408,329,14,1175,164
run-0051,ok,,127,2.500000,4,3.000000,150,-451.600000,-0.045160,9548.400000,26,0.307692,-17.369231,0.046506,-0.002621,400,325,14,1157,156
run-0052,ok,,91,2.500000,4,4.500000,50,-171.600000,-0.017160,9828.400000,26,0.346154,-6.600000,0.034630,-0.000737,489,410,14,1336,156
run-0053,ok,,92,2.500000,4,4.500000,100,-358.200000,-0.035820,9641.800000,25,0.360000,-14.328000,0.037169,-0.001940,471,395,13,1249,152
run-0054,ok,,128,2.500000,4,4.500000,150,-428.400000,-0.042840,9571.600000,24,0.333333,-17.850000,0.044187,-0.002439,427,355,13,1195,144
run-0055,ok,,90,3.000000,1,1.500000,50,-5.600000,-0.000560,9994.400000,18,0.222222,-0.311111,0.005878,-0.000373,190,154,0,190,36
run-0056,ok,,126,3.000000,1,1.500000,100,-5.600000,-0.000560,9994.400000,18,0.222222,-0.311111,0.005878,-0.000373,190,154,0,190,36
run-0057,ok,,92,3.000000,1,1.500000,150,-5.600000,-0.000560,9994.400000,18,0.222222,-0.311111,0.005878,-0.000373,190,154,0,190,36
run-0058,ok,,130,3.000000,1,3.000000,50,-27.600000,-0.002760,9972.400000,18,0.388889,-1.533333,0.007566,-0.001486,207,171,0,207,36
run-0059,ok,,108,3.000000,1,3.000000,100,-27.600000,-0.002760,9972.400000,18,0.388889,-1.533333,0.007566,-0.001486,207,171,0,207,36
run-0060,ok,,121,3.000000,1,3.000000,150,-27.600000,-0.002760,9972.400000,18,0.388889,-1.533333,0.007566,-0.001486,207,171,0,207,36
run-0061,ok,,131,3.000000,1,4.500000,50,1.600000,0.000160,10001.600000,17,0.470588,0.094118,0.007916,0.000175,236,202,0,236,34
run-0062,ok,,130,3.000000,1,4.500000,100,1.600000,0.000160,10001.600000,17,0.470588,0.094118,0.007916,0.000175,232,198,0,232,34
run-0063,ok,,124,3.000000,1,4.500000,150,1.600000,0.000160,10001.600000,17,0.470588,0.094118,0.007916,0.000175,232,198,0,232,34
run-0064,ok,,118,3.000000,2,1.500000,50,-8.600000,-0.000860,9991.400000,18,0.222222,-0.477778,0.009349,-0.000365,202,160,4,349,66
run-0065,ok,,128,3.000000,2,1.500000,100,-8.600000,-0.000860,9991.400000,18,0.222222,-0.477778,0.009349,-0.000365,202,160,4,349,66
run-0066,ok,,148,3.000000,2,1.500000,150,-8.600000,-0.000860,9991.400000,18,0.222222,-0.477778,0.009349,-0.000365,202,160,4,349,66
run-0067,ok,,128,3.000000,2,3.000000,50,-65.600000,-0.006560,9934.400000,18,0.388889,-3.644444,0.015138,-0.002006,267,220,3,416,66
run-0068,ok,,127,3.000000,2,3.000000,100,-66.600000,-0.006660,9933.400000,18,0.388889,-3.700000,0.015160,-0.002039,265,218,3,414,66
run-0069,ok,,127,3.000000,2,3.000000,150,-66.600000,-0.006660,9933.400000,18,0.388889,-3.700000,0.015160,-0.002039,265,218,3,414,66
run-0070,ok,,127,3.000000,2,4.500000,50,-29.800000,-0.002980,9970.200000,16,0.500000,-1.862500,0.014799,-0.000786,274,230,4,426,58
run-0071,ok,,112,3.000000,2,4.500000,100,-35.800000,-0.003580,9964.200000,16,0.500000,-2.237500,0.014797,-0.000975,311,267,4,456,58
run-0072,ok,,151,3.000000,2,4.500000,150,-36.800000,-0.003680,9963.200000,16,0.500000,-2.300000,0.014799,-0.001006,281,237,4,426,58
run-0073,ok,,126,3.000000,4,1.500000,50,76.000000,0.007600,10076.000000,18,0.333333,4.222222,0.017569,0.002550,207,161,11,640,100
run-0074,ok,,127,3.000000,4,1.500000,100,76.000000,0.007600,10076.000000,18,0.333333,4.222222,0.017569,0.002550,207,161,11,640,100
run-0075,ok,,165,3.000000,4,1.500000,150,76.000000,0.007600,10076.000000,18,0.333333,4.222222,0.017569,0.002550,207,161,11,640,100
run-0076,ok,,140,3.000000,4,3.000000,50,-68.000000,-0.006800,9932.000000,18,0.500000,-3.777778,0.025612,-0.000896,279,223,11,724,100
run-0077,ok,,128,3.000000,4,3.000000,100,-63.600000,-0.006360,9936.400000,17,0.529412,-3.741176,0.025172,-0.000821,268,215,10,706,96
run-0078,ok,,126,3.000000,4,3.000000,150,-63.600000,-0.006360,9936.400000,17,0.529412,-3.741176,0.025172,-0.000821,268,215,10,706,96
run-0079,ok,,129,3.000000,4,4.500000,50,-33.800000,-0.003380,9966.200000,16,0.562500,-2.112500,0.025272,-0.000296,285,233,11,720,88
run-0080,ok,,123,3.000000,4,4.500000,100,-36.400000,-0.003640,9963.600000,15,0.600000,-2.426667,0.024833,-0.000340,315,266,10,733,84
run-0081,ok,,127,3.000000,4,4.500000,150,-36.400000,-0.003640,9963.600000,15,0.600000,-2.426667,0.024833,-0.000340,279,230,10,697,84
run-0082,ok,,127,3.500000,1,1.500000,50,-19.400000,-0.001940,9980.600000,12,0.250000,-1.616667,0.003635,-0.001677,123,99,0,123,24
run-0083,ok,,89,3.500000,1,1.500000,100,-19.400000,-0.001940,9980.600000,12,0.250000,-1.616667,0.003635,-0.001677,123,99,0,123,24
run-0084,ok,,120,3.500000,1,1.500000,150,-19.400000,-0.001940,9980.600000,12,0.250000,-1.616667,0.003635,-0.001677,123,99,0,123,24
run-0085,ok,,126,3.500000,1,3.000000,50,-1.400000,-0.000140,9998.600000,12,0.416667,-0.116667,0.003564,-0.000070,129,105,0,129,24
run-0086,ok,,126,3.500000,1,3.000000,100,-1.400000,-0.000140,9998.600000,12,0.416667,-0.116667,0.003564,-0.000070,129,105,0,129,24
run-0087,ok,,88,3.500000,1,3.000000,150,-1.400000,-0.000140,9998.600000,12,0.416667,-0.116667,0.003564,-0.000070,129,105,0,129,24
run-0088,ok,,128,3.500000,1,4.500000,50,27.600000,0.002760,10027.600000,12,0.500000,2.300000,0.003394,0.002274,128,104,0,128,24
run-0089,ok,,126,3.500000,1,4.500000,100,27.600000,0.002760,10027.600000,12,0.500000,2.300000,0.003394,0.002274,128,104,0,128,24
run-0090,ok,,89,3.500000,1,4.500000,150,27.600000,0.002760,10027.600000,12,0.500000,2.300000,0.003394,0.002274,128,104,0,128,24
run-0091,ok,,127,3.500000,2,1.500000,50,-38.400000,-0.003840,9961.600000,12,0.250000,-3.200000,0.005749,-0.002692,133,105,2,222,44
run-0092,ok,,93,3.500000,2,1.500000,100,-38.400000,-0.003840,9961.600000,12,0.250000,-3.200000,0.005749,-0.002692,133,105,2,222,44
run-0093,ok,,169,3.500000,2,1.500000,150,-38.400000,-0.003840,9961.600000,12,0.250000,-3.200000,0.005749,-0.002692,133,105,2,222,44
run-0094,ok,,126,3.500000,2,3.000000,50,-5.400000,-0.000540,9994.600000,12,0.416667,-0.450000,0.005242,-0.000309,188,155,2,270,44
run-0095,ok,,126,3.500000,2,3.000000,100,-6.400000,-0.000640,9993.600000,12,0.416667,-0.533333,0.005243,-0.000379,186,153,2,268,44
run-0096,ok,,90,3.500000,2,3.000000,150,-6.400000,-0.000640,9993.600000,12,0.416667,-0.533333,0.005243,-0.000379,186,153,2,268,44
run-0097,ok,,126,3.500000,2,4.500000,50,23.600000,0.002360,10023.600000,12,0.500000,1.966667,0.005227,0.001621,187,154,2,267,44
run-0098,ok,,135,3.500000,2,4.500000,100,24.600000,0.002460,10024.600000,12,0.500000,2.050000,0.005226,0.001686,184,151,2,264,44
run-0099,ok,,89,3.500000,2,4.500000,150,23.600000,0.002360,10023.600000,12,0.500000,1.966667,0.005227,0.001619,190,157,2,270,44
run-0100,ok,,126,3.500000,4,1.500000,50,-1.000000,-0.000100,9999.000000,12,0.416667,-0.083333,0.009127,0.000021,137,106,6,403,70
run-0101,ok,,89,3.500000,4,1.500000,100,-1.000000,-0.000100,9999.000000,12,0.416667,-0.083333,0.009127,0.000021,137,106,6,403,70
run-0102,ok,,126,3.500000,4,1.500000,150,-1.000000,-0.000100,9999.000000,12,0.416667,-0.083333,0.009127,0.000021,137,106,6,403,70
run-0103,ok,,172,3.500000,4,3.000000,50,41.000000,0.004100,10041.000000,12,0.583333,3.416667,0.008668,0.002340,198,158,6,449,70
run-0104,ok,,127,3.500000,4,3.000000,100,45.400000,0.004540,10045.400000,11,0.636364,4.127273,0.008664,0.002582,187,150,5,431,66
run-0105,ok,,89,3.500000,4,3.000000,150,45.400000,0.004540,10045.400000,11,0.636364,4.127273,0.008664,0.002582,187,150,5,431,66
run-0106,ok,,125,3.500000,4,4.500000,50,70.000000,0.007000,10070.000000,12,0.666667,5.833333,0.008643,0.003788,197,157,6,444,70
run-0107,ok,,128,3.500000,4,4.500000,100,74.400000,0.007440,10074.400000,11,0.727273,6.763636,0.008639,0.004022,186,149,5,426,66
run-0108,ok,,90,3.500000,4,4.500000,150,74.400000,0.007440,10074.400000,11,0.727273,6.763636,0.008639,0.004022,186,149,5,426,66
