timestamp,price,bid,ask,volume
1766934060,19.000000,19.000000,95.000000,1.000000
1766934120,57.000000,19.000000,95.000000,0.000000
1766934180,19.000000,3.000000,65.000000,4.000000
1766934240,34.000000,3.000000,65.000000,0.000000
1766934720,4.000000,3.000000,5.000000,0.000000
1766934780,4.000000,3.000000,5.000000,0.000000
1766934900,3.500000,3.000000,4.000000,0.000000
1766934960,5.000000,3.000000,5.000000,100.000000
1766935020,5.000000,3.000000,5.000000,6.000000
1766935140,4.000000,3.000000,5.000000,0.000000
1766935380,4.000000,3.000000,5.000000,0.000000
1766935560,4.000000,3.000000,5.000000,0.000000
1766935620,4.000000,3.000000,5.000000,0.000000
1766935680,4.500000,4.000000,5.000000,0.000000
1766935740,4.500000,4.000000,5.000000,0.000000
1766935800,4.500000,4.000000,5.000000,0.000000
1766935860,4.500000,4.000000,5.000000,0.000000
1766935920,4.500000,4.000000,5.000000,0.000000
1766935980,5.000000,4.000000,6.000000,20.000000
1766936040,5.000000,4.000000,6.000000,0.000000
1766936100,5.000000,4.000000,6.000000,0.000000
1766936160,5.000000,4.000000,6.000000,0.000000
1766936220,5.500000,5.000000,6.000000,0.000000
1766936280,5.000000,4.000000,6.000000,0.000000
1766936340,5.000000,4.000000,6.000000,0.000000
1766936400,5.000000,4.000000,6.000000,0.000000
1766936460,5.000000,4.000000,6.000000,0.000000
1766936520,5.000000,4.000000,6.000000,0.000000
1766936580,4.000000,3.000000,5.000000,0.000000
1766936640,4.000000,3.000000,5.000000,0.000000
1766936760,4.000000,3.000000,5.000000,0.000000
1766936820,4.000000,3.000000,5.000000,0.000000
1766936940,4.000000,3.000000,5.000000,0.000000
1766937060,4.000000,3.000000,5.000000,0.000000
1766937120,4.000000,3.000000,5.000000,0.000000
1766937180,4.000000,3.000000,5.000000,0.000000
1766937240,4.000000,3.000000,5.000000,0.000000
1766937300,4.000000,3.000000,5.000000,0.000000
1766937360,4.000000,3.000000,5.000000,0.000000
1766937420,4.000000,3.000000,5.000000,0.000000
1766937480,4.000000,3.000000,5.000000,0.000000
1766937540,4.000000,3.000000,5.000000,0.000000
1766937600,4.000000,3.000000,5.000000,0.000000
1766937660,4.000000,3.000000,5.000000,0.000000
1766937720,3.500000,2.000000,5.000000,0.000000
1766937780,4.000000,3.000000,5.000000,0.000000
1766937840,4.000000,3.000000,5.000000,0.000000
1766938020,4.000000,3.000000,5.000000,0.000000
1766938140,4.500000,4.000000,5.000000,0.000000
1766938200,3.500000,3.000000,4.000000,0.000000
1766938260,3.500000,3.000000,4.000000,0.000000
1766938380,3.500000,3.000000,4.000000,0.000000
1766938440,3.500000,3.000000,4.000000,0.000000
1766938500,3.500000,3.000000,4.000000,0.000000
1766938680,3.500000,3.000000,4.000000,0.000000
1766938740,3.500000,3.000000,4.000000,0.000000
1766938800,4.500000,4.000000,5.000000,0.000000
1766938860,4.500000,4.000000,5.000000,0.000000
1766938920,4.500000,4.000000,5.000000,0.000000
1766939100,4.500000,4.000000,5.000000,0.000000
1766939160,3.500000,3.000000,4.000000,0.000000
1766939220,3.500000,3.000000,4.000000,0.000000
1766939400,3.500000,3.000000,4.000000,0.000000
1766939460,3.500000,3.000000,4.000000,0.000000
1766939580,4.500000,4.000000,5.000000,0.000000
1766939640,3.000000,2.000000,4.000000,0.000000
1766939700,3.000000,2.000000,4.000000,0.000000
1766939940,3.000000,2.000000,4.000000,0.000000
1766940060,3.000000,2.000000,4.000000,0.000000
1766940180,3.000000,2.000000,4.000000,0.000000
1766940240,3.000000,2.000000,4.000000,0.000000
1766940480,3.000000,2.000000,4.000000,0.000000
1766940720,3.000000,2.000000,4.000000,0.000000
1766940780,3.000000,2.000000,4.000000,0.000000
1766940840,3.000000,2.000000,4.000000,0.000000
1766940960,3.000000,2.000000,4.000000,0.000000
1766941020,3.000000,2.000000,4.000000,0.000000
1766941140,3.000000,2.000000,4.000000,0.000000
1766941320,3.000000,2.000000,4.000000,0.000000
1766941380,3.000000,2.000000,4.000000,0.000000
1766941500,3.000000,2.000000,4.000000,0.000000
1766941560,3.000000,2.000000,4.000000,0.000000
1766941620,3.000000,2.000000,4.000000,0.000000
1766941680,2.500000,2.000000,3.000000,0.000000
1766941740,3.000000,2.000000,4.000000,0.000000
1766941800,3.000000,2.000000,4.000000,0.000000
1766941860,3.000000,2.000000,4.000000,0.000000
1766941920,3.000000,2.000000,4.000000,0.000000
1766941980,4.000000,2.000000,6.000000,0.000000
1766942040,3.000000,2.000000,4.000000,0.000000
1766942160,3.000000,2.000000,4.000000,0.000000
1766942220,3.000000,2.000000,4.000000,0.000000
1766942340,3.000000,2.000000,4.000000,0.000000
1766942400,3.000000,2.000000,4.000000,0.000000
1766942520,3.000000,2.000000,4.000000,0.000000
1766942700,3.000000,2.000000,4.000000,0.000000
1766942760,3.500000,2.000000,5.000000,0.000000
1766942820,3.000000,2.000000,4.000000,0.000000
1766943000,3.000000,2.000000,4.000000,0.000000
1766943120,3.000000,2.000000,4.000000,0.000000
1766943300,3.000000,2.000000,4.000000,0.000000
1766943420,3.000000,2.000000,4.000000,0.000000
1766943480,3.000000,2.000000,4.000000,0.000000
